date, pm25, pm10, o3, no2, so2, co
2019/1/18, , 38, , 26, 8, 6
2019/1/19, , 24, , , , 
2019/1/21, , 30, , 26, , 7
2019/1/25, , 72, , 26, 6, 1
2019/1/26, , 92, , 26, 6, 2
2019/1/27, , 11, , , , 
2019/1/29, , 16, , 26, 2, 
2019/1/30, , 11, , 26, 2, 1
2019/1/31, , 16, , 26, 3, 3
2019/2/1, , 73, , 26, 5, 4
2019/2/2, , 31, , 26, 5, 2
2019/2/3, , 30, , 27, 3, 5
2019/2/4, , 36, , , , 
2019/2/11, , 26, , 26, 6, 1
2019/2/12, , 17, , 26, 7, 3
2019/2/13, , 16, , 26, 8, 1
2019/2/14, , 16, , 26, 8, 
2019/2/15, , 18, , 27, 11, 1
2019/2/16, , 24, , 26, , 2
2019/2/20, , 67, , 27, 7, 8
2019/2/21, , 56, , 27, 7, 6
2019/2/22, , 47, , 26, 7, 4
2019/2/23, , 40, , 26, 6, 1
2019/2/24, , 18, , 26, 6, 2
2019/2/25, , 30, , 26, 7, 1
2019/2/26, , 27, , 26, 7, 1
2019/2/27, , 25, , 27, 6, 2
2019/2/28, , 13, , 26, 6, 4
2019/3/1, , 31, , 26, 7, 3
2019/3/2, , 36, , 27, 7, 2
2019/3/3, , 27, , 26, 7, 1
2019/3/4, , 23, , 27, 7, 4
2019/3/5, , 36, , 26, 7, 1
2019/3/6, , 27, , 27, 7, 3
2019/3/7, , 33, , 26, , 3
2019/3/11, , 30, , 26, 7, 1
2019/3/12, , 17, , 20, 7, 3
2019/3/13, , 17, , 14, 10, 3
2019/3/14, , 29, , 14, 11, 4
2019/3/15, , 23, , 14, 18, 4
2019/3/16, , 28, , 14, 9, 6
2019/3/17, , 26, , 14, 8, 4
2019/3/18, , 27, , 14, 8, 3
2019/3/19, , 22, , 14, 15, 5
2019/3/20, , 43, , 12, 13, 1
2019/3/21, , 895, , 8, 11, 1
2019/3/22, , 41, , 8, 12, 
2019/3/23, , 41, , 8, 10, 
2019/3/24, , 38, , 8, 15, 
2019/3/25, , 34, , 21, 13, 4
2019/3/26, , 43, , 10, 14, 1
2019/3/27, , 46, , 11, 13, 
2019/3/28, , 47, , 6, 11, 1
2019/3/29, , 43, , 4, 9, 1
2019/3/30, , 40, , 4, 11, 1
2019/3/31, , 30, , 8, 13, 2
2018/10/1, , 12, , 26, 18, 4
2018/10/2, , 19, , 26, 18, 5
2018/10/3, , 30, , 26, 22, 6
2018/10/4, , 33, , 27, 21, 3
2018/10/5, , 37, , 27, 23, 3
2018/10/6, , 34, , 27, 22, 5
2018/10/7, , 38, , 26, 22, 5
2018/10/8, , 41, , 27, 22, 4
2018/10/9, , 45, , 27, 22, 3
2018/10/10, , 40, , 27, 22, 3
2018/10/11, , 40, , 26, 21, 5
2018/10/12, , 38, , 26, 19, 4
2018/10/13, , 34, , 26, 20, 4
2018/10/14, , 29, , 27, 20, 5
2018/10/15, , 35, , 27, 22, 5
2018/10/16, , 45, , 27, 22, 5
2018/10/17, , 50, , 26, 21, 7
2018/10/18, , 61, , 26, 21, 6
2018/10/19, , 61, , 27, 21, 6
2018/10/20, , 64, , 27, 20, 4
2018/10/21, , 44, , 26, 22, 4
2018/10/22, , 46, , 26, 21, 7
2018/10/23, , 60, , 26, 21, 7
2018/10/24, , 52, , 26, 19, 3
2018/10/25, , 20, , 27, , 5
2018/10/27, , 21, , , , 
2018/10/30, , 50, , 27, 9, 9
2018/10/31, , 59, , 26, 9, 9
2018/11/1, , 58, , 27, 9, 8
2018/11/2, , 61, , 27, 7, 6
2018/11/3, , 50, , 27, 5, 5
2018/11/4, , 40, , 27, 10, 8
2018/11/5, , 62, , 27, 23, 4
2018/11/6, , 895, , 27, 25, 6
2018/11/7, , 895, , 27, 22, 7
2018/11/9, , 63, , 26, 24, 6
2018/11/10, , 52, , 27, 24, 8
2018/11/11, , 52, , 27, 26, 8
2018/11/12, , 56, , 27, 22, 3
2018/11/13, , 42, , 27, 23, 3
2018/11/14, , 28, , 27, 23, 3
2018/11/15, , 23, , 27, 22, 4
2018/11/16, , 20, , 27, 23, 5
2018/11/17, , 24, , 27, 21, 8
2018/11/18, , 27, , 26, 20, 5
2018/11/19, , 22, , 27, 21, 5
2018/11/20, , 28, , 27, 21, 5
2018/11/21, , 36, , 26, 22, 6
2018/11/22, , 28, , 27, 24, 4
2018/11/23, , 25, , 26, 24, 5
2018/11/24, , 26, , 27, 23, 10
2018/11/25, , 51, , 27, 22, 7
2018/11/26, , 42, , 27, 21, 3
2018/11/27, , 15, , 27, 20, 3
2018/11/28, , 11, , 27, 21, 5
2018/11/29, , 18, , 26, 23, 4
2018/11/30, , 14, , 27, 25, 4
2018/12/1, , 26, , 27, 27, 11
2018/12/2, , 50, , 27, 29, 17
2018/12/3, , 67, , 27, 30, 6
2018/12/4, , 57, , 27, 24, 7
2018/12/5, , 51, , 27, 4, 2
2018/12/6, , 14, , 27, 4, 3
2018/12/7, , 20, , 27, 6, 5
2018/12/8, , 40, , 27, 4, 7
2018/12/9, , 30, , 26, 2, 3
2018/12/10, , 20, , 26, 3, 5
2018/12/11, , 19, , 26, 4, 7
2018/12/12, , 20, , 27, 2, 8
2018/12/13, , 29, , 27, 10, 6
2018/12/14, , 21, , 27, 7, 5
2018/12/15, , 28, , 27, 5, 6
2018/12/16, , 8, , 27, 5, 8
2018/12/17, , 21, , 27, 6, 9
2018/12/18, , 32, , 26, 7, 4
2018/12/19, , 17, , 26, 9, 5
2018/12/20, , 26, , 26, 12, 11
2018/12/21, , 53, , 27, 9, 14
2018/12/22, , 65, , 27, 8, 11
2018/12/23, , 47, , 27, 8, 13
2018/12/24, , 50, , 26, 6, 4
2018/12/25, , 16, , 27, 7, 3
2018/12/26, , 17, , 27, 9, 4
2018/12/27, , 19, , 26, 17, 6
2018/12/28, , 37, , 23, 16, 8
2018/12/29, , 55, , 27, 21, 12
2018/12/30, , 48, , , , 
2018/7/1, , 31, , , 11, 
2018/7/2, , 73, , , 19, 
2018/7/3, , 35, , , 29, 
2018/7/4, , 39, , , 8, 
2018/7/5, , 41, , , 7, 
2018/7/6, , 35, , , 8, 
2018/7/7, , 33, , , 8, 
2018/7/8, , 32, , , 6, 
2018/7/9, , 36, , , 6, 
2018/7/10, , 24, , , 6, 
2018/7/11, , 31, , , 6, 
2018/7/12, , 37, , , 7, 
2018/7/13, , 37, , , 7, 
2018/7/14, , 37, , , 7, 
2018/7/15, , 32, , , 7, 
2018/7/16, , 27, , , 7, 
2018/7/17, , 32, , , 7, 
2018/7/18, , 38, , , 7, 
2018/7/19, , 27, , , 8, 
2018/7/20, , 27, , , 7, 
2018/7/21, , 24, , 27, 7, 5
2018/7/22, , 20, , 26, 7, 5
2018/7/23, , 34, , 26, 7, 4
2018/7/24, , 30, , 26, 6, 4
2018/7/25, , 22, , 26, 6, 4
2018/7/26, , 18, , 26, 6, 4
2018/7/27, , 23, , 27, 6, 5
2018/7/28, , 27, , 27, 6, 4
2018/7/29, , 23, , 23, 7, 4
2018/7/30, , 27, , 27, 7, 4
2018/7/31, , 29, , 26, 7, 4
2018/8/1, , 25, , 26, 7, 4
2018/8/2, , 34, , 26, 7, 3
2018/8/3, , 37, , 26, 7, 3
2018/8/4, , 34, , 26, 7, 4
2018/8/5, , 23, , 26, 8, 4
2018/8/6, , 31, , 26, 8, 4
2018/8/7, , 29, , 27, 8, 3
2018/8/8, , 33, , 26, 8, 3
2018/8/9, , 37, , 26, 9, 3
2018/8/10, , 26, , 26, , 3
2018/8/14, , 35, , 26, 10, 6
2018/8/15, , 40, , 26, 9, 5
2018/8/16, , 42, , 26, 8, 4
2018/8/17, , 33, , 26, 8, 4
2018/8/18, , 34, , 26, 10, 4
2018/8/19, , 39, , 26, 11, 4
2018/8/20, , 28, , 26, 10, 4
2018/8/21, , 30, , 27, 10, 4
2018/8/22, , 28, , 27, 9, 5
2018/8/23, , 28, , 27, 9, 5
2018/8/24, , 32, , 26, 8, 4
2018/8/25, , 31, , 26, 7, 4
2018/8/26, , 36, , 26, 9, 5
2018/8/27, , 29, , 26, 9, 5
2018/8/28, , 42, , 26, 8, 4
2018/8/29, , 34, , 26, 9, 4
2018/8/30, , 30, , 26, 9, 4
2018/8/31, , 37, , 27, 9, 5
2018/9/1, , 41, , 27, 8, 6
2018/9/2, , 46, , 27, 12, 5
2018/9/3, , 45, , 26, 16, 5
2018/9/4, , 37, , 26, 16, 4
2018/9/5, , 40, , 26, 17, 4
2018/9/6, , 30, , 26, 18, 4
2018/9/7, , 22, , 26, 18, 5
2018/9/8, , 26, , 26, 19, 5
2018/9/9, , 32, , 26, 19, 4
2018/9/10, , 28, , 27, 20, 4
2018/9/11, , 30, , , 18, 
2018/9/12, , 36, , , 18, 
2018/9/13, , 26, , 26, 18, 11
2018/9/14, , 20, , 26, 19, 7
2018/9/15, , 26, , 26, 19, 5
2018/9/16, , 24, , 26, 19, 4
2018/9/17, , 32, , 26, 19, 3
2018/9/18, , 28, , 26, 19, 3
2018/9/19, , 25, , 26, 21, 4
2018/9/20, , 33, , 26, 20, 4
2018/9/21, , 36, , 26, 19, 5
2018/9/22, , 42, , 26, 21, 6
2018/9/23, , 45, , 26, 19, 7
2018/9/24, , 47, , 26, 20, 4
2018/9/25, , 45, , 26, 17, 2
2018/9/26, , 47, , 26, 18, 2
2018/9/27, , 29, , 26, 19, 3
2018/9/28, , 34, , , 17, 
2018/9/29, , 57, , , 17, 
2018/9/30, , 30, , 25, 20, 7
2018/4/2, , 12, , , 7, 
2018/4/3, , 22, , , 9, 
2018/4/4, , 33, , , 9, 
2018/4/5, , 46, , , 10, 
2018/4/6, , 45, , , 7, 
2018/4/7, , 39, , , 6, 
2018/4/8, , 38, , , 7, 
2018/4/9, , 42, , , 7, 
2018/4/10, , 47, , , 6, 
2018/4/11, , 45, , , 9, 
2018/4/12, , 48, , , 7, 
2018/4/13, , 46, , , 8, 
2018/4/14, , 52, , , 9, 
2018/4/15, , 45, , , 7, 
2018/4/16, , 47, , , 7, 
2018/4/17, , 44, , , 7, 
2018/4/18, , 55, , , 6, 
2018/4/19, , 48, , , 1, 
2018/4/20, , 39, , , , 
2018/4/21, , 33, , , , 
2018/4/22, , 31, , , , 
2018/4/23, , 40, , , 2, 
2018/4/24, , 49, , , 3, 
2018/4/25, , 41, , , 2, 
2018/4/26, , 40, , , 2, 
2018/4/27, , 49, , , 2, 
2018/4/28, , 50, , , 1, 
2018/4/29, , 50, , , 4, 
2018/4/30, , 55, , , 4, 
2018/5/1, , 45, , , , 
2018/5/2, , 34, , , 4, 
2018/5/3, , 65, , , 7, 
2018/5/4, , 69, , , 6, 
2018/5/5, , 54, , , 5, 
2018/5/6, , 39, , , 5, 
2018/5/7, , 36, , , 5, 
2018/5/8, , 36, , , 6, 
2018/5/9, , 51, , , 5, 
2018/5/10, , 33, , , 6, 
2018/5/11, , 37, , , 5, 
2018/5/12, , 27, , , 6, 
2018/5/13, , 30, , , 6, 
2018/5/14, , 35, , , 6, 
2018/5/15, , 33, , , 6, 
2018/5/16, , 37, , , 6, 
2018/5/17, , 39, , , 4, 
2018/5/18, , 38, , , 4, 
2018/5/19, , 43, , , 4, 
2018/5/20, , 44, , , 5, 
2018/5/21, , 54, , , 5, 
2018/5/22, , 53, , , 5, 
2018/5/23, , 53, , , 5, 
2018/5/24, , 48, , , 5, 
2018/5/25, , 45, , , 5, 
2018/5/26, , 39, , , 5, 
2018/5/27, , 28, , , 5, 
2018/5/28, , 38, , , 5, 
2018/5/29, , 38, , , 5, 
2018/5/30, , 36, , , 5, 
2018/5/31, , 41, , , 5, 
2018/6/1, , 40, , , 5, 
2018/6/2, , 42, , , 5, 
2018/6/3, , 37, , , 5, 
2018/6/4, , 34, , , 5, 
2018/6/5, , 38, , , 5, 
2018/6/6, , 37, , , 5, 
2018/6/7, , 47, , , 5, 
2018/6/8, , 53, , , 5, 
2018/6/9, , 47, , , 5, 
2018/6/10, , 48, , , 5, 
2018/6/11, , 49, , , 5, 
2018/6/12, , 33, , , 5, 
2018/6/13, , 40, , , 5, 
2018/6/14, , 32, , , 5, 
2018/6/15, , 26, , , 5, 
2018/6/16, , 21, , , 5, 
2018/6/17, , 19, , , 5, 
2018/6/18, , 33, , , 5, 
2018/6/19, , 39, , , 5, 
2018/6/20, , 39, , , 5, 
2018/6/21, , 39, , , 5, 
2018/6/22, , 28, , , 5, 
2018/6/23, , 34, , , 5, 
2018/6/24, , 39, , , 5, 
2018/6/25, , 37, , , 5, 
2018/6/26, , 32, , , 5, 
2018/6/27, , 19, , , 5, 
2018/6/28, , 22, , , 5, 
2018/6/29, , 15, , , 5, 
2018/6/30, , 20, , , 5, 
2018/1/1, , 52, , , 5, 
2018/1/2, , 43, , , 3, 
2018/1/3, , 22, , , 4, 
2018/1/4, , 101, , , 6, 
2018/1/5, , 37, , , 10, 
2018/1/6, , 82, , , 7, 
2018/1/7, , 57, , , 8, 
2018/1/8, , 77, , , 10, 
2018/1/9, , 91, , , 9, 
2018/1/10, , 92, , , 7, 
2018/1/11, , 57, , , 5, 
2018/1/12, , 35, , , 5, 
2018/1/13, , 27, , , 5, 
2018/1/14, , 23, , , 6, 
2018/1/15, , 41, , , 6, 
2018/1/16, , 49, , , 5, 
2018/1/17, , 25, , , 5, 
2018/1/18, , 19, , , 6, 
2018/1/19, , 47, , , 6, 
2018/1/20, , 44, , , 6, 
2018/1/21, , 22, , , 5, 
2018/1/22, , 28, , , 5, 
2018/1/23, , 32, , , 4, 
2018/1/24, , 30, , , 5, 
2018/1/25, , 27, , , 7, 
2018/1/26, , 33, , , 11, 
2018/1/27, , 41, , , 13, 
2018/1/28, , 59, , , 16, 
2018/1/29, , 149, , , 13, 
2018/1/30, , 116, , , 12, 
2018/1/31, , 80, , , 10, 
2018/2/1, , 66, , , 7, 
2018/2/2, , 23, , , 7, 
2018/2/3, , 22, , , 7, 
2018/2/4, , 23, , , 6, 
2018/2/5, , 34, , , 9, 
2018/2/6, , 58, , , 8, 
2018/2/7, , 62, , , 6, 
2018/2/8, , 63, , , 6, 
2018/2/9, , 69, , , 6, 
2018/2/10, , 42, , , 5, 
2018/2/11, , 23, , , 5, 
2018/2/12, , 23, , , 6, 
2018/2/13, , 35, , , 6, 
2018/2/14, , 21, , , 5, 
2018/2/15, , 11, , , 7, 
2018/2/16, , 28, , , 8, 
2018/2/17, , 33, , , 9, 
2018/2/18, , 42, , , 11, 
2018/2/19, , 69, , , 9, 
2018/2/20, , 71, , , 7, 
2018/2/21, , 37, , , 6, 
2018/2/22, , 16, , , 7, 
2018/2/23, , 47, , , 7, 
2018/2/24, , 37, , , 6, 
2018/2/25, , 19, , , 6, 
2018/2/26, , 31, , , 12, 
2018/2/27, , 27, , , 5, 
2018/2/28, , 57, , , 7, 
2018/3/1, , 36, , , 7, 
2018/3/2, , 46, , , 6, 
2018/3/3, , 39, , , 5, 
2018/3/4, , 75, , , 6, 
2018/3/5, , 98, , , 5, 
2018/3/6, , 43, , , 6, 
2018/3/7, , 48, , , 5, 
2018/3/8, , 43, , , 7, 
2018/3/9, , 31, , , 12, 
2018/3/10, , 39, , , 6, 
2018/3/11, , 34, , , 5, 
2018/3/12, , 27, , , 5, 
2018/3/13, , 24, , , 6, 
2018/3/14, , 20, , , 6, 
2018/3/15, , 23, , , 6, 
2018/3/16, , 28, , , 8, 
2018/3/17, , 30, , , 8, 
2018/3/18, , 36, , , 7, 
2018/3/19, , 29, , , 5, 
2018/3/20, , 21, , , 6, 
2018/3/21, , 21, , , 7, 
2018/3/22, , 47, , , 5, 
2018/3/27, , 102, , , 6, 
2018/3/28, , 40, , , 6, 
2018/3/29, , 20, , , 7, 
2018/3/30, , 35, , , , 
2017/10/1, , 57, , , 2, 
2017/10/2, , 29, , , 4, 
2017/10/3, , 55, , , 6, 
2017/10/4, , 52, , , 4, 
2017/10/5, , 86, , , 3, 
2017/10/6, , 54, , , 2, 
2017/10/7, , 49, , , 1, 
2017/10/8, , 26, , , 3, 
2017/10/9, , 32, , , 4, 
2017/10/10, , 39, , , 4, 
2017/10/11, , 47, , , 3, 
2017/10/12, , 43, , , 6, 
2017/10/13, , 49, , , 4, 
2017/10/14, , 50, , , 3, 
2017/10/15, , 45, , , 4, 
2017/10/16, , 46, , , 3, 
2017/10/17, , 56, , , 4, 
2017/10/18, , 67, , , 4, 
2017/10/19, , 75, , , 4, 
2017/10/20, , 80, , , 5, 
2017/10/21, , 78, , , 4, 
2017/10/22, , 68, , , 4, 
2017/10/23, , 63, , , 2, 
2017/10/24, , 37, , , 2, 
2017/10/25, , 26, , , 2, 
2017/10/26, , 52, , , 2, 
2017/10/27, , 61, , , , 
2017/10/30, , 43, , , 4, 
2017/10/31, , 48, , , 5, 
2017/11/1, , 45, , , 8, 
2017/11/2, , 54, , , 8, 
2017/11/3, , 136, , , 6, 
2017/11/4, , 65, , , 3, 
2017/11/5, , 28, , , 3, 
2017/11/6, , 42, , , 3, 
2017/11/7, , 64, , , 4, 
2017/11/8, , 61, , , 3, 
2017/11/9, , 56, , , 3, 
2017/11/10, , 52, , , 3, 
2017/11/11, , 52, , , 3, 
2017/11/12, , 43, , , 3, 
2017/11/13, , 40, , , 1, 
2017/11/14, , 33, , , 2, 
2017/11/15, , 58, , , 2, 
2017/11/16, , 61, , , 3, 
2017/11/17, , 76, , , , 
2017/11/30, , 35, , , 2, 
2017/12/1, , 26, , , 2, 
2017/12/2, , 30, , , 2, 
2017/12/3, , 30, , , 1, 
2017/12/4, , 43, , , 19, 
2017/12/5, , 25, , , 4, 
2017/12/6, , 26, , , 6, 
2017/12/7, , 52, , , 6, 
2017/12/8, , 62, , , 5, 
2017/12/9, , 34, , , 2, 
2017/12/10, , 15, , , 3, 
2017/12/11, , 39, , , 3, 
2017/12/12, , 47, , , 3, 
2017/12/13, , 41, , , 3, 
2017/12/14, , 48, , , 3, 
2017/12/15, , 39, , , 2, 
2017/12/16, , 20, , , 2, 
2017/12/17, , 16, , , 2, 
2017/12/18, , 27, , , 2, 
2017/12/19, , 20, , , 4, 
2017/12/20, , 36, , , 6, 
2017/12/21, , 51, , , 4, 
2017/12/22, , 41, , , 3, 
2017/12/23, , 25, , , 5, 
2017/12/24, , 22, , , 8, 
2017/12/25, , 47, , , 8, 
2017/12/26, , 64, , , 7, 
2017/12/27, , 39, , , 4, 
2017/12/28, , 36, , , 3, 
2017/12/29, , 12, , , 2, 
2017/12/30, , 17, , , , 
2017/7/1, , 62, , , 6, 
2017/7/2, , 61, , , 2, 
2017/7/3, , 65, , , 2, 
2017/7/4, , 50, , , 2, 
2017/7/5, , 40, , , 3, 
2017/7/6, , 46, , , 2, 
2017/7/7, , 44, , , 2, 
2017/7/8, , 41, , , 2, 
2017/7/9, , 33, , , 2, 
2017/7/10, , 42, , , 3, 
2017/7/11, , 51, , , 5, 
2017/7/12, , 50, , , 7, 
2017/7/13, , 58, , , 2, 
2017/7/14, , 51, , , 2, 
2017/7/15, , 43, , , 3, 
2017/7/16, , 45, , , 1, 
2017/7/17, , 50, , , 1, 
2017/7/18, , 42, , , 2, 
2017/7/19, , 51, , , 2, 
2017/7/20, , 47, , , 2, 
2017/7/21, , 52, , , 2, 
2017/7/22, , 49, , , 4, 
2017/7/23, , 46, , , 3, 
2017/7/24, , 43, , , 3, 
2017/7/25, , 53, , , 1, 
2017/7/26, , 59, , , 1, 
2017/7/27, , 49, , , 1, 
2017/7/28, , 31, , , 3, 
2017/7/29, , 36, , , 3, 
2017/7/30, , 38, , , 3, 
2017/7/31, , 48, , , 3, 
2017/8/1, , 51, , , 2, 
2017/8/2, , 52, , , 1, 
2017/8/3, , 95, , , 2, 
2017/8/4, , 56, , , 2, 
2017/8/5, , 56, , , 2, 
2017/8/6, , 60, , , 1, 
2017/8/7, , 60, , , 1, 
2017/8/8, , 62, , , , 
2017/8/9, , 64, , , 2, 
2017/8/10, , 60, , , 1, 
2017/8/11, , 60, , , 3, 
2017/8/12, , 70, , , 3, 
2017/8/13, , 53, , , 1, 
2017/8/14, , 54, , , 2, 
2017/8/15, , 60, , , 2, 
2017/8/16, , 53, , , 2, 
2017/8/17, , 46, , , 2, 
2017/8/18, , 51, , , 2, 
2017/8/19, , 55, , , 2, 
2017/8/20, , 54, , , 1, 
2017/8/21, , 56, , , 1, 
2017/8/22, , 48, , , 3, 
2017/8/23, , 40, , , 5, 
2017/8/24, , 51, , , 4, 
2017/8/25, , 52, , , 4, 
2017/8/26, , 51, , , 4, 
2017/8/27, , 47, , , 4, 
2017/8/28, , 53, , , 4, 
2017/8/29, , 57, , , 3, 
2017/8/30, , 52, , , 3, 
2017/8/31, , 36, , , 6, 
2017/9/1, , 30, , , 7, 
2017/9/2, , 42, , , 4, 
2017/9/3, , 53, , , 2, 
2017/9/4, , 47, , , 3, 
2017/9/5, , 45, , , 4, 
2017/9/6, , 40, , , , 
2017/9/11, , 56, , , 2, 
2017/9/12, , 55, , , 2, 
2017/9/13, , 47, , , 5, 
2017/9/14, , 47, , , 4, 
2017/9/15, , 58, , , 3, 
2017/9/16, , 66, , , 3, 
2017/9/17, , 76, , , 5, 
2017/9/18, , 72, , , 4, 
2017/9/19, , 71, , , 4, 
2017/9/20, , 60, , , 2, 
2017/9/21, , 41, , , 2, 
2017/9/22, , 38, , , 2, 
2017/9/23, , 39, , , 4, 
2017/9/24, , 42, , , 4, 
2017/9/25, , 62, , , 3, 
2017/9/26, , 52, , , 2, 
2017/9/27, , 40, , , 3, 
2017/9/28, , 57, , , 4, 
2017/9/29, , 55, , , 3, 
2017/9/30, , 48, , , 4, 
2017/4/1, , 51, , , 4, 
2017/4/2, , 61, , , 4, 
2017/4/3, , 66, , , 3, 
2017/4/4, , 46, , , 3, 
2017/4/5, , 82, , , 3, 
2017/4/6, , 55, , , 1, 
2017/4/7, , 40, , , 1, 
2017/4/8, , 25, , , 2, 
2017/4/9, , 36, , , 1, 
2017/4/10, , 35, , , 3, 
2017/4/11, , 48, , , 2, 
2017/4/12, , 50, , , 6, 
2017/4/13, , 58, , , 4, 
2017/4/14, , 44, , , 1, 
2017/4/15, , 48, , , 1, 
2017/4/16, , 44, , , , 
2017/4/17, , 33, , , 1, 
2017/4/18, , 19, , , 1, 
2017/4/19, , 32, , , 1, 
2017/4/20, , 41, , , 1, 
2017/4/21, , 30, , , 2, 
2017/4/22, , 41, , , 1, 
2017/4/23, , 29, , , 2, 
2017/4/24, , 45, , , 2, 
2017/4/25, , 45, , , 4, 
2017/4/26, , 55, , , 3, 
2017/4/27, , 57, , , 4, 
2017/4/28, , 59, , , 3, 
2017/4/29, , 56, , , 3, 
2017/4/30, , 60, , , 5, 
2017/5/1, , 65, , , 4, 
2017/5/2, , 63, , , 2, 
2017/5/3, , 59, , , 11, 
2017/5/4, , 132, , , 2, 
2017/5/5, , 54, , , 1, 
2017/5/6, , 48, , , 2, 
2017/5/7, , 30, , , 1, 
2017/5/8, , 39, , , 1, 
2017/5/9, , 55, , , 1, 
2017/5/10, , 29, , , 2, 
2017/5/11, , 33, , , 1, 
2017/5/12, , 36, , , 1, 
2017/5/13, , 41, , , 1, 
2017/5/14, , 56, , , 3, 
2017/5/15, , 37, , , 2, 
2017/5/16, , 38, , , 2, 
2017/5/17, , 43, , , 1, 
2017/5/18, , 34, , , 1, 
2017/5/19, , 34, , , 2, 
2017/5/20, , 25, , , 1, 
2017/5/21, , 30, , , 1, 
2017/5/22, , 28, , , 3, 
2017/5/23, , 28, , , 4, 
2017/5/24, , 33, , , 1, 
2017/5/25, , 33, , , 1, 
2017/5/26, , 29, , , 1, 
2017/5/27, , 28, , , 1, 
2017/5/28, , 36, , , 1, 
2017/5/29, , 36, , , 1, 
2017/5/30, , 27, , , 1, 
2017/5/31, , 39, , , 2, 
2017/6/1, , 38, , , 2, 
2017/6/2, , 41, , , 2, 
2017/6/3, , 52, , , 2, 
2017/6/4, , 49, , , 9, 
2017/6/5, , 112, , , 1, 
2017/6/6, , 49, , , 1, 
2017/6/7, , 53, , , 1, 
2017/6/8, , 55, , , 1, 
2017/6/9, , 38, , , 3, 
2017/6/10, , 26, , , 2, 
2017/6/11, , 29, , , 3, 
2017/6/12, , 46, , , 2, 
2017/6/13, , 37, , , 2, 
2017/6/14, , 39, , , 2, 
2017/6/15, , 44, , , 2, 
2017/6/16, , 39, , , 3, 
2017/6/17, , 42, , , 4, 
2017/6/18, , 37, , , 2, 
2017/6/19, , 266, , , 2, 
2017/6/22, , 54, , , 2, 
2017/6/23, , 48, , , 3, 
2017/6/24, , 50, , , 2, 
2017/6/25, , 43, , , 3, 
2017/6/26, , 36, , , 2, 
2017/6/27, , 41, , , 2, 
2017/6/28, , 46, , , 2, 
2017/6/29, , 51, , , 2, 
2017/6/30, , 58, , , 4, 
2017/1/2, , 102, , , 11, 
2017/1/3, , 80, , , 11, 
2017/1/4, , 68, , , 10, 
2017/1/5, , 31, , , 8, 
2017/1/6, , 78, , , 3, 
2017/1/7, , 32, , , 6, 
2017/1/8, , 48, , , 11, 
2017/1/9, , 70, , , 15, 
2017/1/10, , 86, , , 4, 
2017/1/11, , 34, , , 12, 
2017/1/12, , 30, , , 7, 
2017/1/13, , 69, , , 14, 
2017/1/14, , 51, , , 4, 
2017/1/15, , 32, , , 5, 
2017/1/16, , 33, , , 3, 
2017/1/17, , 33, , , 3, 
2017/1/18, , 39, , , 4, 
2017/1/19, , 57, , , 5, 
2017/1/20, , 54, , , 6, 
2017/1/21, , 50, , , 9, 
2017/1/22, , 61, , , 13, 
2017/1/23, , 103, , , 7, 
2017/1/24, , 70, , , 5, 
2017/1/25, , 54, , , 4, 
2017/1/26, , 42, , , 6, 
2017/1/27, , 34, , , 9, 
2017/1/28, , 52, , , 10, 
2017/1/29, , 65, , , 17, 
2017/1/30, , 75, , , 16, 
2017/1/31, , 67, , , 15, 
2017/2/1, , 77, , , 13, 
2017/2/2, , 95, , , 13, 
2017/2/3, , 77, , , 5, 
2017/2/4, , 54, , , 5, 
2017/2/5, , 45, , , 5, 
2017/2/6, , 44, , , 17, 
2017/2/7, , 37, , , 4, 
2017/2/8, , 33, , , 6, 
2017/2/9, , 66, , , 7, 
2017/2/10, , 71, , , 8, 
2017/2/11, , 64, , , 6, 
2017/2/12, , 43, , , 6, 
2017/2/13, , 44, , , 6, 
2017/2/14, , 43, , , 8, 
2017/2/15, , 48, , , 4, 
2017/2/16, , 47, , , 6, 
2017/2/17, , 61, , , 9, 
2017/2/18, , 62, , , 10, 
2017/2/19, , 42, , , 4, 
2017/2/20, , 42, , , 3, 
2017/2/21, , 50, , , 4, 
2017/2/22, , 67, , , 3, 
2017/2/23, , 50, , , 3, 
2017/2/24, , 48, , , 5, 
2017/2/25, , 38, , , 6, 
2017/2/26, , 65, , , 9, 
2017/2/27, , 70, , , 8, 
2017/2/28, , 78, , , 4, 
2017/3/1, , 75, , , 3, 
2017/3/2, , 35, , , 9, 
2017/3/3, , 124, , , 5, 
2017/3/4, , 70, , , 5, 
2017/3/5, , 58, , , 4, 
2017/3/6, , 54, , , 5, 
2017/3/7, , 44, , , 1, 
2017/3/8, , 19, , , 1, 
2017/3/9, , 22, , , 1, 
2017/3/10, , 38, , , 1, 
2017/3/11, , 38, , , 1, 
2017/3/12, , 41, , , 1, 
2017/3/13, , 27, , , 2, 
2017/3/14, , 33, , , 2, 
2017/3/15, , 52, , , 4, 
2017/3/16, , 62, , , 4, 
2017/3/17, , 56, , , 3, 
2017/3/18, , 34, , , 4, 
2017/3/19, , 50, , , 3, 
2017/3/20, , 53, , , 3, 
2017/3/21, , 58, , , 6, 
2017/3/22, , 76, , , 12, 
2017/3/23, , 68, , , 9, 
2017/3/24, , 65, , , 7, 
2017/3/25, , 76, , , 3, 
2017/3/26, , 53, , , 3, 
