date, pm25, pm10, o3, no2, so2, co
2022/10/30, 52, 58, 15, 74, 6, 24
2022/10/31, 85, 54, 12, 53, 6, 21
2022/11/1, 73, 46, 12, 56, 6, 22
2022/11/2, 71, 58, 14, 95, 6, 28
2022/11/3, 101, 70, 13, 106, 6, 33
2022/11/4, 144, 66, 13, 51, 5, 25
2022/11/5, 120, 57, 10, 29, 5, 21
2022/11/6, 75, 42, 8, 50, 5, 24
2022/11/7, 64, 47, 10, 45, 5, 23
2022/11/8, 63, 40, 10, 43, 5, 20
2022/11/9, 58, 44, 8, 50, 5, 8
2022/11/10, 77, 56, 12, 60, 7, 9
2022/11/11, 90, 59, 9, 59, 6, 10
2022/11/12, 97, 71, 15, 61, 6, 17
2022/11/13, 152, 62, 14, 47, 6, 10
2022/11/14, 112, 61, 13, 57, 6, 11
2022/11/15, 98, 72, 9, 50, 5, 15
2022/11/16, 140, 65, 9, 27, 5, 10
2022/11/17, 119, 40, 8, 24, 5, 9
2022/11/18, 63, 53, 10, 13, 5, 9
2022/11/19, 72, 60, 9, 19, 5, 9
2022/11/20, 74, 64, 8, 23, 5, 9
2022/11/21, 67, 43, 11, 41, 5, 13
2022/11/22, 65, 29, 9, 29, 4, 12
2022/11/23, 54, 22, 7, 36, 2, 13
2022/11/24, 60, 21, 2, 43, 2, 16
2022/11/25, 79, 29, 10, 40, 1, 14
2022/11/26, 58, 36, 7, 20, 2, 13
2022/11/27, 52, 43, 5, 50, 2, 17
2022/11/28, 76, 53, 4, 51, 3, 19
2022/11/29, 125, 70, 2, 60, 3, 24
2022/11/30, 155, 58, 8, 63, 3, 20
2022/12/1, 121, 28, 9, 41, 2, 19
2022/12/2, 96, 43, 5, 59, 3, 26
2022/12/3, 141, 51, 5, 34, 3, 17
2022/12/4, 82, 58, 4, 58, 3, 22
2022/12/5, 108, 58, 8, 29, 3, 21
2022/12/6, 135, 61, 9, 88, 2, 27
2022/12/7, 108, 73, 8, 49, 3, 26
2022/12/8, 160, 55, 9, 44, 3, 22
2022/12/9, 125, 53, 9, 24, 4, 21
2022/12/10, 98, 48, , 16, 3, 19
2022/12/11, 67, 30, 9, 35, 2, 22
2022/12/12, 65, 29, 7, 31, 2, 22
2022/12/13, 72, 36, 3, 45, 3, 24
2022/12/14, 80, 56, 5, 32, 3, 25
2022/12/15, 122, 45, 7, 31, 4, 23
2022/12/16, 93, 47, 7, 29, 3, 23
2022/12/17, 82, 49, 7, 35, 3, 23
2022/12/18, 84, 55, 8, 31, 3, 25
2022/12/19, 99, 35, 10, 28, 1, 21
2022/12/20, 35, 37, 9, 38, 2, 22
2022/12/21, 50, 55, 6, 64, 1, 26
2022/12/22, 100, 52, 4, 87, 1, 37
2022/12/23, 169, 64, 10, 90, 1, 42
2022/12/24, 180, 78, 9, 64, 3, 40
2022/12/25, 173, 53, 10, 52, 3, 26
2022/12/26, 90, 56, 11, 80, 2, 32
2022/12/27, 133, 71, 5, 86, 2, 39
2022/12/28, 172, 77, 6, 98, 4, 44
2022/12/29, 183, 78, 8, 97, 4, 49
2022/12/30, 213, 73, 8, 83, 3, 43
2022/12/31, 190, 71, 10, 69, 4, 40
2023/1/1, 175, 71, 8, 78, 3, 37
2022/7/1, 30, 43, , 29, 3, 5
2022/7/2, 39, 46, , 25, 3, 4
2022/7/3, 42, 45, , 32, 4, 5
2022/7/4, 36, 46, , 39, 4, 6
2022/7/5, 40, 47, , 37, 3, 5
2022/7/6, 41, 43, , 32, 3, 5
2022/7/7, 40, 41, , 35, 3, 6
2022/7/8, 42, 39, , 19, 3, 6
2022/7/9, 43, 33, , 17, 3, 5
2022/7/10, 37, 29, , 21, 3, 5
2022/7/11, 28, 46, , 22, 3, 6
2022/7/12, 32, 35, , 23, 3, 5
2022/7/13, 30, 39, , 20, 3, 5
2022/7/14, 29, 39, , 26, 3, 6
2022/7/15, 30, 33, , 24, 3, 6
2022/7/16, 24, 34, , 24, 3, 6
2022/7/17, 25, 42, , 25, 3, 6
2022/7/18, 31, 44, , 28, 3, 6
2022/7/19, 29, 40, , 34, 3, 7
2022/7/20, 28, 39, , 36, 4, 6
2022/7/21, 29, 38, , 38, 3, 5
2022/7/22, 30, 48, , 32, 3, 5
2022/7/23, 28, 46, , 35, 3, 5
2022/7/24, 30, 32, , 44, 4, 6
2022/7/25, 36, 9, , 37, 3, 7
2022/7/26, 41, 35, , 35, 5, 8
2022/7/27, 33, 46, , 43, 5, 5
2022/7/28, 36, 55, , 36, 3, 4
2022/7/29, 36, 51, , 32, 3, 4
2022/7/30, 36, 44, , 31, 3, 3
2022/7/31, 43, 44, , 40, 3, 3
2022/8/1, 46, 44, , 41, 4, 2
2022/8/2, 37, 39, 18, 18, 3, 10
2022/8/3, 29, 43, 17, 7, 3, 17
2022/8/4, 37, 42, 17, 7, 3, 17
2022/8/5, 38, 38, 17, 7, 3, 17
2022/8/6, 40, 39, 16, 6, 3, 17
2022/8/7, 48, 39, 15, 7, 3, 17
2022/8/8, 41, 43, 16, 8, 3, 17
2022/8/9, 39, 40, 15, 7, 3, 17
2022/8/10, 34, 44, 16, 7, 3, 17
2022/8/11, 42, 43, 17, 7, 3, 16
2022/8/12, 46, 44, 17, 8, 3, 17
2022/8/13, 52, 41, 23, 6, 3, 17
2022/8/14, 58, 39, 27, 5, 3, 17
2022/8/15, 52, 30, 27, 7, 4, 16
2022/8/16, 34, 31, 31, 7, 3, 16
2022/8/17, 44, 36, 27, 8, 3, 11
2022/8/18, 47, 41, 24, 7, 3, 11
2022/8/19, 50, 35, 19, 5, 3, 10
2022/8/20, 37, 37, 26, 11, 3, 11
2022/8/21, 47, 40, 18, 8, 3, 11
2022/8/22, 47, 36, 20, 4, 2, 11
2022/8/23, 44, 37, 26, 7, 3, 11
2022/8/24, 44, 36, 22, 6, 3, 11
2022/8/25, 48, 37, 27, 7, 3, 11
2022/8/26, 47, 37, 21, 8, 3, 11
2022/8/27, 40, 43, 34, 9, 2, 11
2022/8/28, 45, 53, 27, 10, 3, 11
2022/8/29, 55, 59, 25, 10, 3, 11
2022/8/30, 55, 59, 37, 11, 3, 11
2022/8/31, 66, 53, 33, 11, 3, 11
2022/9/1, 75, 41, 28, 20, 3, 11
2022/9/2, 50, 49, 23, 40, 3, 11
2022/9/3, 71, 41, 23, 31, 3, 11
2022/9/4, 71, 38, 19, 39, 3, 11
2022/9/5, 56, 40, 20, 39, 3, 9
2022/9/6, 47, 33, 20, 41, 4, 10
2022/9/7, 50, 39, 23, 41, 4, 10
2022/9/8, 60, 45, 24, 51, 4, 11
2022/9/9, 64, 48, 27, 77, 4, 16
2022/9/10, 81, 47, 23, 55, 4, 13
2022/9/11, 77, 44, 27, 48, 4, 13
2022/9/12, 75, 38, 24, 38, 4, 10
2022/9/13, 56, 30, 24, 43, 4, 9
2022/9/14, 49, 33, 24, 67, 5, 13
2022/9/15, 63, 44, 23, 64, 4, 12
2022/9/16, 72, 37, 21, 57, 4, 11
2022/9/17, 63, 33, 13, 31, 3, 10
2022/9/18, 56, 34, 19, 39, 4, 11
2022/9/19, 53, 33, 22, 41, 4, 11
2022/9/20, 56, 37, 19, 39, 4, 10
2022/9/21, 57, 37, 24, 30, 4, 10
2022/9/22, 51, 27, 18, 29, 4, 9
2022/9/23, 34, 27, 19, 38, 5, 10
2022/9/24, 41, 32, 21, 45, 5, 11
2022/9/25, 57, 44, 20, 65, 4, 14
2022/9/26, 72, 34, 16, 25, 4, 10
2022/9/27, 61, 34, 12, 28, 3, 11
2022/9/28, 54, 34, 23, 26, 3, 11
2022/9/29, 55, 38, 12, 49, 4, 14
2022/9/30, 62, 56, 16, 69, 4, 16
2022/4/1, 105, 85, , 20, 3, 10
2022/4/2, 124, 104, , 18, 3, 10
2022/4/3, 146, 46, , 33, 3, 11
2022/4/4, 71, 43, , 40, 4, 14
2022/4/5, 74, 68, , 41, 5, 13
2022/4/6, 96, 66, , 41, 3, 13
2022/4/7, 114, 76, , 33, 3, 12
2022/4/8, 125, 34, , 30, 3, 12
2022/4/9, 63, 28, , 15, 3, 11
2022/4/10, 55, 24, , 21, 3, 10
2022/4/11, 51, 23, , 36, 4, 11
2022/4/12, 54, 27, , 44, 4, 12
2022/4/13, 71, 35, , 30, 4, 10
2022/4/14, 67, 42, , 46, 4, 12
2022/4/15, 76, 50, , 58, 4, 15
2022/4/16, 109, 53, , 44, 4, 14
2022/4/17, 142, 51, , 32, 4, 13
2022/4/18, 117, 33, , 33, 4, 12
2022/4/19, 91, 31, , 39, 4, 12
2022/4/20, 83, 29, , 32, 3, 12
2022/4/21, 68, 37, , 45, 3, 13
2022/4/22, 88, 41, , 35, 3, 12
2022/4/23, 87, 49, , 38, 4, 13
2022/4/24, 81, 60, , 43, 3, 12
2022/4/25, 97, 57, , 42, 3, 9
2022/4/26, 90, 61, , 29, 4, 10
2022/4/27, 92, 71, , 27, 4, 10
2022/4/28, 98, 64, , 27, 4, 10
2022/4/29, 87, 57, , 24, 4, 10
2022/4/30, 82, 46, , 17, 3, 9
2022/5/1, 85, 39, , 15, 3, 9
2022/5/2, 81, 45, , 13, 3, 10
2022/5/3, 105, 35, , 12, 3, 9
2022/5/4, 79, 28, , 15, 3, 9
2022/5/5, 55, 37, , 15, 3, 9
2022/5/6, 62, 41, , 15, 3, 9
2022/5/7, 66, 41, , 20, 3, 10
2022/5/8, 68, 42, , 23, 4, 11
2022/5/9, 69, 48, , 24, 4, 11
2022/5/10, 58, 50, , 26, 4, 11
2022/5/11, 65, 52, , 30, 3, 10
2022/5/12, 74, 51, , 45, 3, 7
2022/5/13, 83, 47, , 34, 3, 6
2022/5/14, 80, 42, , 29, 3, 5
2022/5/15, 71, 41, , 34, 3, 6
2022/5/16, 83, 45, , 38, 3, 7
2022/5/17, 64, 50, , 39, 3, 6
2022/5/18, 61, 44, , 15, 3, 4
2022/5/19, 43, 32, , 19, 3, 4
2022/5/20, 25, 36, , 33, 3, 5
2022/5/21, 31, 42, , 32, 5, 6
2022/5/22, 38, 36, , 33, 3, 6
2022/5/23, 32, 35, , 39, 3, 7
2022/5/24, 41, 43, , 39, 3, 6
2022/5/25, 48, 48, , 38, 3, 7
2022/5/26, 50, 53, , 38, 4, 7
2022/5/27, 52, 56, , 38, 3, 7
2022/5/28, 61, 59, , 31, 3, 6
2022/5/29, 63, 51, , 28, 3, 5
2022/5/30, 46, 47, , 32, 4, 6
2022/5/31, 36, 48, , 30, 3, 5
2022/6/1, 42, 52, , 32, 3, 6
2022/6/2, 47, 52, , 24, 3, 5
2022/6/3, 48, 54, , 22, 3, 5
2022/6/4, 48, 52, , 23, 3, 5
2022/6/5, 48, 44, , 31, 3, 6
2022/6/6, 43, 44, , 24, 3, 5
2022/6/7, 41, 38, , 26, 3, 5
2022/6/8, 30, 37, , 33, 3, 6
2022/6/9, 34, 36, , 29, 3, 5
2022/6/10, 34, 38, , 28, 3, 6
2022/6/11, 36, 40, , 23, 3, 6
2022/6/12, 47, 28, , 30, 3, 6
2022/6/13, 34, 35, , 31, 3, 6
2022/6/14, 38, 37, , 36, 3, 6
2022/6/15, 40, 42, , , 3, 
2022/6/24, 4, 41, , 2, 3, 5
2022/6/25, 4, 31, , 4, 3, 6
2022/6/26, 4, 32, , 2, 3, 5
2022/6/27, 4, 31, , 3, 3, 5
2022/6/28, 12, 32, , 26, 3, 5
2022/6/29, 25, 33, , 29, 3, 5
2022/6/30, 29, 34, , 34, 3, 5
2022/1/3, 134, 52, , 47, 6, 15
2022/1/4, 161, 48, , 31, 5, 13
2022/1/5, 154, 30, , 24, 4, 10
2022/1/6, 84, 26, , 51, 4, 13
2022/1/7, 85, 29, , 44, 4, 16
2022/1/8, 156, 31, , 21, 4, 11
2022/1/9, 112, 19, , 38, 5, 13
2022/1/10, 107, 21, , 29, 4, 13
2022/1/11, 149, 22, , 29, 4, 13
2022/1/12, 117, 26, , 17, 2, 10
2022/1/13, 51, 29, , 45, 3, 12
2022/1/14, 62, 52, , 51, 7, 20
2022/1/15, 162, 41, , 25, 5, 12
2022/1/16, 87, 39, , 44, 5, 15
2022/1/17, 114, 42, , 26, 4, 13
2022/1/18, 147, 33, , 30, 4, 11
2022/1/19, 79, 46, , 41, 3, 13
2022/1/20, 125, 41, , 33, 6, 14
2022/1/21, 167, 31, , 32, 4, 14
2022/1/22, 130, 35, , 21, 1, 11
2022/1/23, 89, 39, , 17, 1, 12
2022/1/24, 96, 35, , 20, 1, 12
2022/1/25, 79, 29, , 27, 1, 12
2022/1/26, 81, 35, , 57, 2, 15
2022/1/27, 112, 55, , 54, 4, 18
2022/1/28, 163, 60, , 41, 4, 17
2022/1/29, 185, 76, , 40, 8, 16
2022/1/30, 165, 73, , 53, 7, 18
2022/1/31, 182, 55, , 37, 5, 6
2022/2/1, 167, 28, , 16, 6, 2
2022/2/2, 117, 21, , 33, 5, 6
2022/2/3, 85, 23, , 21, 4, 5
2022/2/4, 60, 39, , 49, 4, 9
2022/2/5, 88, 57, , 56, 5, 12
2022/2/6, 175, 60, , 49, 5, 14
2022/2/7, 174, 37, , 26, 5, 7
2022/2/8, 93, 19, , 23, 3, 6
2022/2/9, 40, 25, , 32, 3, 7
2022/2/10, 52, 40, , 63, 5, 11
2022/2/11, 79, 60, , 65, 5, 16
2022/2/12, 177, 63, , 44, 6, 13
2022/2/13, 157, 58, , 36, 6, 9
2022/2/14, 133, 56, , 57, 6, 12
2022/2/15, 126, 63, , 65, 5, 14
2022/2/16, 171, 69, , 72, 7, 17
2022/2/17, 189, 60, , 44, 7, 14
2022/2/18, 166, 52, , 50, 7, 11
2022/2/19, 108, 46, , 47, 7, 14
2022/2/20, 146, 46, , 32, 7, 11
2022/2/21, 113, 40, , 29, 7, 11
2022/2/22, 80, 32, , 47, 5, 64
2022/2/23, 84, 35, , 31, 6, 65
2022/2/24, 78, 23, , 26, 6, 63
2022/2/25, 52, 39, , 51, 7, 67
2022/2/26, 90, 54, , 37, 7, 68
2022/2/27, 148, 30, , 41, 5, 55
2022/2/28, 88, 31, , 34, 7, 12
2022/3/1, 65, 42, , 39, 6, 8
2022/3/2, 81, 36, , 33, 4, 7
2022/3/3, 72, 37, , 43, 6, 9
2022/3/4, 126, 41, , 41, 5, 10
2022/3/5, 151, 26, , 32, 5, 9
2022/3/6, 128, 29, , 48, 5, 10
2022/3/7, 91, 40, , 45, 5, 10
2022/3/8, 111, 40, , 23, 5, 7
2022/3/9, 101, 36, , 22, 3, 6
2022/3/10, 66, 23, , 22, 2, 6
2022/3/11, 45, 28, , 21, 2, 6
2022/3/12, 56, 32, , 26, 3, 7
2022/3/13, 69, 36, , 36, 4, 9
2022/3/14, 63, 34, , 32, 3, 7
2022/3/15, 68, 45, , 47, 5, 10
2022/3/16, 106, 58, , 43, 6, 11
2022/3/17, 165, 53, , 21, 2, 7
2022/3/18, 105, 36, , 20, 2, 8
2022/3/19, 60, 24, , 15, 2, 7
2022/3/20, 59, 27, , 17, 2, 7
2022/3/21, 56, 31, , 21, 3, 8
2022/3/22, 64, 36, , 20, 3, 8
2022/3/23, 80, 36, , 25, 4, 8
2022/3/24, 71, 47, , 53, 5, 14
2022/3/25, 141, 54, , 46, 4, 13
2022/3/26, 153, 51, , 36, 4, 12
2022/3/27, 133, 53, , 48, 4, 13
2022/3/28, 152, 50, , 42, 4, 12
2022/3/29, 146, 47, , 41, 4, 13
2022/3/30, 128, 42, , 28, 4, 11
2022/3/31, 92, 66, , 19, 4, 10
2021/10/1, 32, 44, , 22, 9, 3
2021/10/2, 8, 39, , 18, 9, 2
2021/10/3, 1, 37, , , 9, 
2021/10/30, 88, , , 36, , 5
2021/10/31, 133, , , 34, , 4
2021/11/1, 133, 57, , 34, 7, 5
2021/11/2, 146, 43, , 35, 7, 4
2021/11/3, 96, 42, , 51, 8, 6
2021/11/4, 78, 51, , 57, 8, 7
2021/11/5, 95, 52, , 48, , 7
2021/11/6, 114, , , 44, , 7
2021/11/8, 137, 67, , 57, 9, 8
2021/11/9, 155, 60, , 16, 7, 5
2021/11/10, 108, 38, , 42, 9, 5
2021/11/11, 45, 46, , 60, 11, 7
2021/11/12, 67, 65, , 64, 11, 9
2021/11/13, 149, 60, , 55, 11, 9
2021/11/14, 164, 69, , 72, 14, 10
2021/11/15, 167, 75, , 68, 14, 10
2021/11/16, 156, 69, , 62, 12, 9
2021/11/17, 141, 76, , 54, 13, 9
2021/11/18, 168, 59, , 32, 13, 6
2021/11/19, 127, 42, , 34, 6, 6
2021/11/20, 68, 36, , 57, 8, 8
2021/11/21, 62, 58, , 58, 9, 10
2021/11/22, 147, 49, , 43, 8, 8
2021/11/23, 91, 37, , 41, 4, 9
2021/11/24, 93, 32, , 57, 6, 9
2021/11/25, 56, 55, , 40, 8, 11
2021/11/26, 138, 45, , 32, 2, 6
2021/11/27, 83, 40, , 24, 2, 6
2021/11/28, 60, 59, , 21, 4, 4
2021/11/29, 74, 52, , 25, 1, 4
2021/11/30, 63, 25, , 50, 3, 6
2021/12/1, 39, 43, , 30, 4, 6
2021/12/2, 98, 36, , 31, 4, 6
2021/12/3, 73, 23, , 32, 2, 6
2021/12/4, 53, 25, , 38, 3, 7
2021/12/5, 72, 30, , 27, 3, 6
2021/12/6, 70, 22, , 24, 2, 5
2021/12/7, 46, 22, , 47, 3, 7
2021/12/8, 61, 33, , 34, 5, 8
2021/12/9, 80, 33, , 24, 4, 6
2021/12/10, 66, 26, , 29, 3, 7
2021/12/11, 55, 39, , 25, 2, 6
2021/12/12, 61, 25, , 42, 2, 8
2021/12/13, 63, 24, , 52, 4, 10
2021/12/14, 62, 33, , 30, 5, 8
2021/12/15, 89, 25, , 35, 10, 7
2021/12/16, 54, 27, , 48, 11, 9
2021/12/17, 63, 38, , 22, 7, 7
2021/12/18, 78, 27, , 21, 5, 6
2021/12/19, 46, 29, , 55, 6, 11
2021/12/20, 106, 47, , 45, 8, 13
2021/12/21, 161, 54, , 26, 10, 11
2021/12/22, 141, 55, , 36, 13, 12
2021/12/23, 99, 57, , 48, 9, 14
2021/12/24, 146, 54, , 51, 6, 16
2021/12/25, 188, 52, , 27, 7, 12
2021/12/26, 167, 36, , 32, 6, 12
2021/12/27, 115, 36, , 29, 6, 12
2021/12/28, 107, 31, , 25, 4, 11
2021/12/29, 89, 21, , 43, 4, 13
2021/12/30, 83, 30, , 53, 5, 16
2021/12/31, 103, 52, , 37, 9, 14
2022/1/1, 143, 62, , 46, 8, 18
2022/1/2, 186, 44, , 51, 6, 15
2021/7/1, 59, 47, , , 7, 
2021/7/2, 59, 47, , , 7, 
2021/7/3, 53, 35, , , 7, 
2021/7/4, 40, 28, , , 7, 
2021/7/5, 40, 31, , , 7, 
2021/7/6, 52, 40, , , , 
2021/7/7, 48, , , , , 
2021/8/31, 52, , , 29, , 5
2021/9/1, 48, , , 22, , 4
2021/9/2, 39, , , 20, , 3
2021/9/3, 29, , , 24, , 4
2021/9/4, 28, , , 21, , 4
2021/9/5, 31, 45, , 23, 7, 3
2021/9/6, 33, 52, , 22, 7, 3
2021/9/7, 38, 52, , 26, 7, 4
2021/9/8, 42, 54, , 24, 7, 5
2021/9/9, 45, 50, , 27, 7, 6
2021/9/10, 45, 36, , 25, 7, 4
2021/9/11, 35, 36, , 29, 7, 1
2021/9/12, 44, 46, , 30, 7, 2
2021/9/13, 51, 44, , 24, 7, 2
2021/9/14, 50, , , 20, 7, 1
2021/9/15, 47, 43, , 24, 7, 2
2021/9/16, 56, 49, , 29, 7, 3
2021/9/17, 53, 53, , 37, , 3
2021/9/18, 49, , , 32, , 3
2021/9/20, 51, 47, , 28, 7, 2
2021/9/21, 50, 41, , 22, 7, 2
2021/9/22, 46, 34, , 17, 7, 1
2021/9/23, 37, 27, , 22, 6, 1
2021/9/24, 27, 33, , 31, 8, 3
2021/9/25, 47, 36, , 27, 7, 4
2021/9/26, 41, 38, , 31, 7, 4
2021/9/27, 43, 42, , 28, 7, 3
2021/9/28, 42, 40, , 23, 9, 2
2021/9/29, 40, 42, , 19, 8, 2
2021/9/30, 37, 43, , 19, 8, 2
2021/4/1, 52, 42, , , 7, 
2021/4/2, 73, 37, , , 8, 
2021/4/3, 69, 34, , , 9, 
2021/4/4, 59, 40, , , 9, 
2021/4/5, 53, 48, , , , 
2021/4/6, 51, , , , , 
2021/4/7, 43, , , , , 
2021/4/8, 42, , , , , 
2021/4/9, 32, , , , , 
2021/4/10, 34, , , , , 
2021/4/11, 42, , , , , 
2021/4/12, 52, 31, , , 12, 
2021/4/13, 72, 34, , , 11, 
2021/4/14, 61, 28, , , 11, 
2021/4/15, 41, 31, , , 12, 
2021/4/16, 41, 44, , , 11, 
2021/4/17, 51, 51, , , , 
2021/4/18, 61, 14, , , 11, 
2021/4/19, 50, 24, , , 11, 
2021/4/20, 41, 25, , , 10, 
2021/4/21, 42, 27, , , 10, 
2021/4/22, 52, 34, , , , 
2021/4/23, 55, 41, , , 13, 
2021/4/24, 38, 28, , , 10, 
2021/4/25, 39, 30, , , , 
2021/4/26, 48, 31, , , 14, 
2021/4/27, 56, 32, , , 12, 
2021/4/28, 51, 44, , , 16, 
2021/4/29, 45, 31, , , 17, 
2021/4/30, 39, 34, , , 18, 
2021/5/1, 55, 30, , , 17, 
2021/5/2, 56, 42, , , 19, 
2021/5/3, 55, 33, , , 19, 
2021/5/4, 46, 23, , , 17, 
2021/5/5, 35, 13, , , 17, 
2021/5/6, 39, 12, , , 18, 
2021/5/7, 41, 15, , , 18, 
2021/5/8, 50, 23, , , 16, 
2021/5/9, 43, 25, , , 13, 
2021/5/10, 28, 21, , , 12, 
2021/5/11, 31, 19, , , , 
2021/5/12, 29, 11, , , 17, 
2021/1/4, 146, 43, , , 10, 
2021/1/5, 81, 48, , , 9, 
2021/1/6, 95, 61, , , 9, 
2021/1/7, 112, 60, , , 9, 
2021/1/8, 113, 55, , , 9, 
2021/1/9, 74, 50, , , 10, 
2021/1/10, 67, 58, , , 11, 
2021/1/11, 69, 60, , , 10, 
2021/1/12, 62, 41, , , 9, 
2021/1/13, 48, 25, , , 7, 
2021/1/14, 36, 38, , , 6, 
2021/1/15, 59, 43, , , 5, 
2021/1/16, 51, 42, , , 5, 
2021/1/17, 58, 37, , , 5, 
2021/1/18, 45, 47, , , 4, 
2021/1/19, 51, 59, , , 5, 
2021/1/20, 73, 65, , , 6, 
2021/1/21, 123, 54, , , 7, 
2021/1/22, 147, 44, , , 7, 
2021/1/23, 90, 26, , , 8, 
2021/1/24, 66, 23, , , 8, 
2021/1/25, 45, 31, , , 9, 
2021/1/26, 56, 40, , , 8, 
2021/1/27, 44, 15, , , 5, 
2021/1/28, 33, 35, , , 5, 
2021/1/29, 92, 35, , , 6, 
2021/1/30, 71, 26, , , 7, 
2021/1/31, 67, 34, , , 8, 
2021/2/1, 50, 34, , , 8, 
2021/2/2, 41, 23, , , 8, 
2021/2/3, 52, 47, , , 9, 
2021/2/4, 146, 59, , , 9, 
2021/2/5, 132, 71, , , 9, 
2021/2/6, 155, 48, , , 9, 
2021/2/7, 77, 41, , , 10, 
2021/2/8, 54, 40, , , 9, 
2021/2/9, 44, 49, , , 9, 
2021/2/10, 52, 64, , , 9, 
2021/2/11, 60, 47, , , 9, 
2021/2/12, 42, 42, , , 8, 
2021/2/13, 53, 57, , , 7, 
2021/2/14, 70, 30, , , 5, 
2021/2/15, 43, 21, , , 4, 
2021/2/16, 21, 24, , , 4, 
2021/2/17, 24, 41, , , 5, 
2021/2/18, 58, 72, , , 8, 
2021/2/19, 106, 57, , , 7, 
2021/2/20, 77, 61, , , 8, 
2021/2/21, 77, 57, , , 8, 
2021/2/22, 75, 66, , , 9, 
2021/2/23, 128, 69, , , 10, 
2021/2/24, 126, 58, , , 8, 
2021/2/25, 72, 49, , , 7, 
2021/2/26, 51, 59, , , 13, 
2021/2/27, 72, 72, , , 9, 
2021/2/28, 111, 38, , , 7, 
2021/3/1, 41, 30, , , 7, 
2021/3/2, 29, 25, , , 7, 
2021/3/3, 29, 38, , , 8, 
2021/3/4, 47, 55, , , 9, 
2021/3/5, 99, 46, , , 9, 
2021/3/6, 74, 36, , , 9, 
2021/3/7, 69, 33, , , 7, 
2021/3/8, 58, 54, , , 10, 
2021/3/9, 100, 68, , , 10, 
2021/3/10, 122, 64, , , 8, 
2021/3/11, 116, 32, , , 7, 
2021/3/12, 52, 37, , , 8, 
2021/3/13, 90, 52, , , 8, 
2021/3/14, 112, 53, , , 9, 
2021/3/15, 95, 24, , , 8, 
2021/3/16, 44, 21, , , 7, 
2021/3/17, 43, 25, , , 7, 
2021/3/18, 62, 29, , , 7, 
2021/3/19, 74, 26, , , 6, 
2021/3/20, 91, 16, , , 8, 
2021/3/21, 80, 11, , , 9, 
2021/3/22, 82, 3, , , 8, 
2021/3/23, 47, 12, , , 6, 
2021/3/24, 32, 19, , , 5, 
2021/3/25, 38, 23, , , 5, 
2021/3/26, 49, 30, , , 7, 
2021/3/27, 86, 32, , , 8, 
2021/3/28, 99, 39, , , 8, 
2021/3/29, 112, 36, , , 7, 
2021/3/30, 68, 22, , , 6, 
2021/3/31, 37, 28, , , 6, 
2020/11/30, 149, 63, , , 12, 
2020/12/1, 124, 57, , , 14, 
2020/12/2, 72, 51, , , 12, 
2020/12/3, 137, 56, , , 11, 
2020/12/4, 179, 79, , , 10, 
2020/12/5, 117, 45, , , 8, 
2020/12/6, 150, 60, , , 9, 
2020/12/7, 170, 68, , , 8, 
2020/12/8, 109, 41, , , 6, 
2020/12/9, 84, 34, , , 6, 
2020/12/10, 73, 36, , , 6, 
2020/12/11, 44, 25, , , 5, 
2020/12/12, 53, 27, , , 5, 
2020/12/13, 52, 21, , , 5, 
2020/12/14, 57, 29, , , 5, 
2020/12/15, 45, 32, , , 6, 
2020/12/16, 31, 24, , , 6, 
2020/12/17, 63, 41, , , 6, 
2020/12/18, 136, 61, , , 6, 
2020/12/19, 112, 68, , , , 
2020/12/21, 128, 77, , , 6, 
2020/12/22, 87, 60, , , 6, 
2020/12/23, 61, 47, , , 6, 
2020/12/24, 119, 63, , , 6, 
2020/12/25, 146, 56, , , 6, 
2020/12/26, 71, 52, , , , 
2020/12/27, 63, , , , , 
2020/12/28, 64, , , , , 
2020/12/29, 62, , , , , 
2020/12/30, 79, , , , , 
2020/12/31, 87, 35, , , 9, 
2021/1/1, 70, 28, , , 9, 
2021/1/2, 83, 35, , , 9, 
2021/1/3, 136, 69, , , 7, 
2024/12/31, , 30, 12, , 10, 
2024/10/9, , 10, 23, , 9, 
2024/10/17, , 8, 28, 13, 8, 3
2024/10/27, , 32, 35, , 10, 
2024/11/7, , 16, 27, , 10, 
2024/11/25, , 17, 15, , 10, 
2024/7/2, , 30, 30, 6, 6, 5
2024/7/3, , 24, , , 7, 
2024/7/4, , 25, , , 7, 
2024/7/5, , 27, , , 7, 
2024/7/6, , 23, , , 8, 
2024/7/7, , 22, , , 6, 
2024/7/8, , 28, , , 8, 
2024/7/10, , 35, , , 12, 
2024/7/13, , 29, , , 9, 
2024/7/14, , 27, , , , 
2024/7/16, , 42, 44, , 10, 
2024/7/17, , 31, 42, , 9, 
2024/7/18, , 30, 46, 6, 9, 
2024/7/19, , 34, 44, 4, 11, 
2024/7/20, , 34, 39, 5, 8, 
2024/7/21, , 36, 55, 5, 10, 
2024/7/22, , 33, 61, , 9, 
2024/7/23, , 34, 52, 8, 8, 
2024/7/24, , 49, 41, 9, 8, 
2024/7/25, , 41, 41, , 9, 
2024/7/26, , 27, 31, , 7, 
2024/7/27, , 22, 38, , 8, 
2024/7/28, , 22, 42, , 5, 
2024/7/29, , 10, 49, 6, 8, 
2024/7/30, , 10, 40, 4, 7, 
2024/8/1, , 10, 38, 7, 7, 
2024/8/2, , 10, 47, , 6, 
2024/8/3, , 10, 55, 10, 6, 
