date, pm25, pm10, o3, no2, so2, co,Station
2024-07-28, , 19, 42, , 8, ,cigli
2024-07-29, , 24, 49, , 6, ,cigli
2024-07-30, , 25, 40, , 8, ,cigli
2024-07-31, , 23, 37, , 7, ,cigli
2024-08-01, , 23, 38, , 8, ,cigli
2024-08-02, , 22, 47, , 9, ,cigli
2024-08-03, , 25, 58, , 11, ,cigli
2024-08-04, , 27, , , 11, ,cigli
2024-08-05, , 31, , , 8, ,cigli
2024-08-06, , 28, , , 9, ,cigli
2024-08-07, , 26, , , 11, ,cigli
2024-08-08, , 23, , , 12, ,cigli
2024-08-09, , 20, , , 8, ,cigli
2024-08-10, , 21, , , 7, ,cigli
2024-08-11, , 23, 36, , 9, ,cigli
2024-08-12, , 23, 33, , 9, ,cigli
2024-08-13, , 25, 53, , 9, ,cigli
2024-08-15, , 26, 42, , 11, ,cigli
2024-08-16, , 28, 35, , 14, ,cigli
2024-08-17, , 43, 32, , 9, ,cigli
2024-08-18, , 29, 38, , 7, ,cigli
2024-08-19, , 26, 40, , 11, ,cigli
2024-08-20, , 30, 43, , 11, ,cigli
2024-08-21, , 29, 34, , 10, ,cigli
2024-08-22, , 27, 32, , 12, ,cigli
2024-08-23, , 29, 40, , 9, ,cigli
2024-08-24, , 27, 36, , 9, ,cigli
2024-08-25, , 24, 36, , 11, ,cigli
2024-08-26, , 26, 44, , 9, ,cigli
2024-08-27, , 33, 39, , 9, ,cigli
2024-08-28, , 27, 37, , 7, ,cigli
2024-08-29, , 27, 38, , 8, ,cigli
2024-08-30, , 26, 36, , 7, ,cigli
2024-08-31, , 24, 25, , 6, ,cigli
2024-09-01, , 25, 22, , 6, ,cigli
2024-09-02, , 26, 24, , 5, ,cigli
2024-09-03, , 31, 25, , 6, ,cigli
2024-09-04, , 30, 30, , 6, ,cigli
2024-09-05, , 37, 34, , 7, ,cigli
2024-09-06, , 38, 39, , 8, ,cigli
2024-09-07, , 37, 39, , 10, ,cigli
2024-09-08, , 30, 25, , 6, ,cigli
2024-09-09, , 22, 33, , 9, ,cigli
2024-09-10, , 23, 32, , 7, ,cigli
2024-09-11, , 23, 24, , 5, ,cigli
2024-09-12, , 23, 29, , 5, ,cigli
2024-09-13, , 21, 30, , 7, ,cigli
2024-09-14, , 22, 26, , 8, ,cigli
2024-09-15, , 21, 21, , 8, ,cigli
2024-09-16, , 23, , , 7, ,cigli
2024-09-17, , 24, 26, , 6, ,cigli
2024-09-18, , 25, 25, , 5, ,cigli
2024-09-19, , 26, 25, , 6, ,cigli
2024-09-20, , 25, 25, , 6, ,cigli
2024-09-22, , 21, 34, , 6, ,cigli
2024-09-23, , 23, 31, , 7, ,cigli
2024-09-24, , 31, , , 8, ,cigli
2024-09-25, , 35, , , 8, ,cigli
2024-09-26, , 35, , , 7, ,cigli
2024-09-27, , 32, , , 8, ,cigli
2024-09-28, , 35, , , 7, ,cigli
2024-09-29, , 37, , , 6, ,cigli
2024-09-30, , 31, , , 7, ,cigli
2024-04-01, , 44, , , 3, ,cigli
2024-04-02, , 45, , , , ,cigli
2024-04-04, , 41, , , 5, ,cigli
2024-04-05, , 30, , , 4, ,cigli
2024-04-06, , 21, , , , ,cigli
2024-04-07, , 21, , , 5, ,cigli
2024-04-08, , 20, , , 5, ,cigli
2024-04-09, , 20, , , 5, ,cigli
2024-04-10, , 22, , , , ,cigli
2024-04-11, , 21, , , , ,cigli
2024-04-12, , 23, , , , ,cigli
2024-04-14, , 22, , , , ,cigli
2024-04-15, , 21, , , 3, ,cigli
2024-04-18, , 29, , , , ,cigli
2024-04-19, , 25, , , 4, ,cigli
2024-04-21, , 18, , , 4, ,cigli
2024-04-23, , 33, , , 4, ,cigli
2024-04-25, , 49, , , , ,cigli
2024-04-26, , 60, , , , ,cigli
2024-04-27, , 24, , , 3, ,cigli
2024-04-28, , 27, , , 2, ,cigli
2024-04-29, , 26, , , 2, ,cigli
2024-04-30, , 22, , , 5, ,cigli
2024-05-01, , 27, 28, , , ,cigli
2024-05-02, , 23, 28, , 4, ,cigli
2024-05-03, , 21, 29, , , ,cigli
2024-05-04, , 20, 27, , 5, ,cigli
2024-05-05, , 18, 32, , , ,cigli
2024-05-06, , 18, 30, , 2, ,cigli
2024-05-07, , 25, , , , ,cigli
2024-05-08, , 24, , , , ,cigli
2024-05-09, , 28, , , 1, ,cigli
2024-05-17, , 32, , , , ,cigli
2024-05-18, , 36, , , , ,cigli
2024-05-20, , 26, , , , ,cigli
2024-05-21, , 30, , , , ,cigli
2024-05-22, , 30, , , 1, ,cigli
2024-05-24, , 24, , , 8, ,cigli
2024-05-25, , 24, , , 8, ,cigli
2024-05-27, , 25, , , 8, ,cigli
2024-05-29, , 22, , , 8, ,cigli
2024-05-31, , 22, , , 7, ,cigli
2024-06-20, , 23, , , 6, ,cigli
2024-06-22, , 29, , , 5, ,cigli
2024-06-23, , 25, , , 5, ,cigli
2024-06-24, , 25, , , 5, ,cigli
2024-01-01, , 46, , , , ,cigli
2024-01-03, , 35, 14, , 11, ,cigli
2024-01-04, , 25, 15, , 10, ,cigli
2024-01-05, , 31, 14, , 14, ,cigli
2024-01-06, , 37, , , 8, ,cigli
2024-01-07, , 19, , , 6, ,cigli
2024-01-08, , 18, , , 5, ,cigli
2024-01-09, , 12, , , 1, ,cigli
2024-01-10, , 9, , , 2, ,cigli
2024-01-11, , 8, , , 13, ,cigli
2024-01-12, , 17, , , 13, ,cigli
2024-01-13, , 14, , , 23, ,cigli
2024-01-14, , 16, , , 19, ,cigli
2024-01-15, , 32, , , , ,cigli
2024-01-17, , 29, , , 5, ,cigli
2024-01-18, , 37, , , 1, ,cigli
2024-01-19, , 21, , , 1, ,cigli
2024-01-20, , 28, , , 2, ,cigli
2024-01-21, , 22, , , 1, ,cigli
2024-01-22, , 6, , , 9, ,cigli
2024-01-23, , 12, , , 8, ,cigli
2024-01-24, , 24, 10, , 6, ,cigli
2024-01-25, , 21, 17, , 6, ,cigli
2024-01-26, , 33, 16, , 8, ,cigli
2024-01-27, , 21, 23, , 6, ,cigli
2024-01-28, , 14, 16, , 6, ,cigli
2024-01-29, , 9, 22, , 7, ,cigli
2024-01-30, , 7, 24, , 7, ,cigli
2024-01-31, , 7, 22, , 14, ,cigli
2024-02-01, , 12, , , 15, ,cigli
2024-02-02, , 33, , , , ,cigli
2024-02-03, , 20, , , , ,cigli
2024-02-05, , 36, , , 9, ,cigli
2024-02-06, , 37, , , 5, ,cigli
2024-02-07, , 27, , , , ,cigli
2024-02-10, , 20, , , , ,cigli
2024-02-12, , 16, 27, , 5, ,cigli
2024-02-13, , 19, 16, , 9, ,cigli
2024-02-14, , 22, 10, , , ,cigli
2024-02-15, , 14, 10, , 8, ,cigli
2024-02-16, , 15, 16, , 9, ,cigli
2024-02-17, , 23, , , , ,cigli
2024-02-19, , 23, , , 5, ,cigli
2024-02-20, , 32, , , 9, ,cigli
2024-02-21, , 46, , , 6, ,cigli
2024-02-22, , 35, , , 8, ,cigli
2024-02-23, , 40, , , 8, ,cigli
2024-02-24, , 35, , , 7, ,cigli
2024-02-25, , 40, , , 7, ,cigli
2024-02-26, , 42, , , 4, ,cigli
2024-02-27, , 33, , , 4, ,cigli
2024-02-28, , 42, , , 4, ,cigli
2024-02-29, , 49, , , 7, ,cigli
2024-03-01, , 50, , , 5, ,cigli
2024-03-02, , 41, , , 5, ,cigli
2024-03-03, , 29, , , 3, ,cigli
2024-03-04, , 33, , , 3, ,cigli
2024-03-05, , 33, , , , ,cigli
2024-03-07, , 29, , , 3, ,cigli
2024-03-08, , 26, , , , ,cigli
2024-03-10, , 22, , , , ,cigli
2024-03-12, , 25, , , , ,cigli
2024-03-14, , 24, , , 5, ,cigli
2024-03-15, , 25, , , 6, ,cigli
2024-03-16, , 28, , , , ,cigli
2024-03-19, , 23, , , , ,cigli
2024-03-21, , 20, , , 4, ,cigli
2024-03-22, , 20, , , 4, ,cigli
2024-03-23, , 20, , , , ,cigli
2024-03-24, , 26, , , , ,cigli
2024-03-26, , 23, , , , ,cigli
2023-12-04, , 27, , 73, , 36,cigli
2023-12-07, , 35, 11, , , ,cigli
2023-12-10, , 34, 13, 105, 20, 18,cigli
2023-12-14, , 20, 13, , 18, ,cigli
2023-12-15, , 16, 10, , 13, ,cigli
2023-12-16, , 10, 14, , 10, ,cigli
2023-12-17, , 15, 11, , 8, ,cigli
2023-12-18, , 28, 11, , 13, ,cigli
2023-12-19, , 43, 11, , 11, ,cigli
2023-12-20, , 44, 14, , 16, ,cigli
2023-12-21, , 32, 11, , 16, ,cigli
2023-12-22, , 18, 13, , 9, ,cigli
2023-12-23, , 22, 14, , 7, ,cigli
2023-12-24, , 27, 14, , 7, ,cigli
2023-12-25, , 35, 14, , 23, ,cigli
2023-12-26, , 38, 12, , 16, ,cigli
2023-12-27, , 36, 7, , 12, ,cigli
2023-12-28, , 52, , , 9, ,cigli
2023-12-29, , 58, 17, , 15, ,cigli
2023-12-30, , 47, 13, , 20, ,cigli
2023-12-31, , , 13, , , ,cigli
2024-01-02, , , 8, , 5, ,cigli
2024-02-11, , , 28, , 5, ,cigli
2024-07-09, , , , 3, , ,cigli
2024-06-13, , , , 34, , 5,cigli
2024-06-16, , , , 24, , 5,cigli
2024-01-16, , , , , 11, ,cigli
2024-02-04, , , , , 7, ,cigli
2024-02-09, , , , , 6, ,cigli
2024-02-18, , , , , 6, ,cigli
2024-03-06, , , , , 4, ,cigli
2024-03-09, , , , , 5, ,cigli
2024-03-11, , , , , 6, ,cigli
2024-03-13, , , , , 6, ,cigli
2024-03-18, , , , , 7, ,cigli
2024-03-20, , , , , 4, ,cigli
2024-03-25, , , , , 5, ,cigli
2024-06-06, , , , , , 3,cigli
2025-01-01, 115, 50, 18, , 10, ,gaziemir
2024-10-01, 37, 28, 28, 29, 8, 4,gaziemir
2024-10-02, 39, 16, 22, , 8, ,gaziemir
2024-10-03, 84, 22, 35, , 9, ,gaziemir
2024-10-04, 69, 17, 33, , 9, ,gaziemir
2024-10-05, 61, 14, 27, , 8, ,gaziemir
2024-10-06, 57, 12, 19, , 8, ,gaziemir
2024-10-07, 50, 10, 25, , 9, ,gaziemir
2024-10-08, 57, , , , , ,gaziemir
2024-10-10, 72, 9, 26, , 9, ,gaziemir
2024-10-11, 69, 10, 21, , 8, ,gaziemir
2024-10-12, 69, 15, 16, , 9, ,gaziemir
2024-10-13, 73, 11, 26, , 9, ,gaziemir
2024-10-14, 64, 11, 38, , 9, ,gaziemir
2024-10-15, 64, 13, 35, , 9, ,gaziemir
2024-10-16, 66, , , , , ,gaziemir
2024-10-18, 69, 8, 28, 11, 8, 3,gaziemir
2024-10-19, 73, 9, 30, 12, 8, 4,gaziemir
2024-10-20, 75, 9, 30, 12, 8, 4,gaziemir
2024-10-21, 79, 10, 28, 14, 9, 4,gaziemir
2024-10-22, 74, 13, 29, 21, 9, 5,gaziemir
2024-10-23, 77, 16, 30, 18, 9, 5,gaziemir
2024-10-24, 89, 15, 28, , 9, ,gaziemir
2024-10-25, 89, 14, 24, , 8, ,gaziemir
2024-10-26, 84, , , , , ,gaziemir
2024-10-28, 125, 27, 31, , 10, ,gaziemir
2024-10-29, 110, 17, 30, , 9, ,gaziemir
2024-10-30, 91, 16, 29, , 9, ,gaziemir
2024-10-31, 84, 14, 31, , 9, ,gaziemir
2024-11-01, 83, 18, 19, , 9, ,gaziemir
2024-11-02, 100, 21, 38, , 9, ,gaziemir
2024-11-03, 120, 15, 35, , 9, ,gaziemir
2024-11-04, 82, 13, 33, , 10, ,gaziemir
2024-11-05, 77, , , , , ,gaziemir
2024-11-08, 91, 16, 29, , 10, ,gaziemir
2024-11-09, 88, 16, 29, , 10, ,gaziemir
2024-11-10, 82, 21, 24, , 9, ,gaziemir
2024-11-11, 91, 29, 23, , 11, ,gaziemir
2024-11-12, 129, 43, 8, , 9, ,gaziemir
2024-11-13, 152, 41, 13, , 9, ,gaziemir
2024-11-14, 153, 29, 26, , 9, ,gaziemir
2024-11-15, 118, 17, 7, , 8, ,gaziemir
2024-11-16, 109, 14, 9, , 9, ,gaziemir
2024-11-17, 89, 18, 3, , 9, ,gaziemir
2024-11-18, 97, 30, 3, , 10, ,gaziemir
2024-11-19, 130, 35, 20, , 9, ,gaziemir
2024-11-20, 125, 14, 29, , 9, ,gaziemir
2024-11-21, 82, 13, 8, , 9, ,gaziemir
2024-11-22, 99, , , , , ,gaziemir
2024-11-26, 85, 31, 7, , 12, ,gaziemir
2024-11-27, 111, 40, 3, , 12, ,gaziemir
2024-11-28, 143, 40, 17, , 10, ,gaziemir
2024-11-29, 161, 40, 23, , 9, ,gaziemir
2024-11-30, 140, 22, 25, , 9, ,gaziemir
2024-12-01, 134, 9, 17, , , ,gaziemir
2024-12-02, 120, 23, 7, , 9, ,gaziemir
2024-12-03, 122, 28, 10, , 11, ,gaziemir
2024-12-04, 122, 43, 5, , 12, ,gaziemir
2024-12-05, 130, 45, 16, , 11, ,gaziemir
2024-12-06, 147, 29, 30, , 10, ,gaziemir
2024-12-07, 139, 35, 24, , 10, ,gaziemir
2024-12-08, 89, , 26, , 10, ,gaziemir
2024-12-09, 85, 15, 24, , 9, ,gaziemir
2024-12-10, 90, 15, 28, , 9, ,gaziemir
2024-12-11, 88, 27, 17, , 10, ,gaziemir
2024-12-12, 137, 28, 22, , 9, ,gaziemir
2024-12-13, 123, 25, 17, , 10, ,gaziemir
2024-12-14, 82, 41, 19, , 10, ,gaziemir
2024-12-15, 148, 27, 21, , 9, ,gaziemir
2024-12-16, 115, 32, 12, 28, 11, 10,gaziemir
2024-12-17, 112, 51, 9, 35, 12, 16,gaziemir
2024-12-18, 155, 56, 5, 46, 12, 17,gaziemir
2024-12-19, 170, 54, 15, 17, 11, 12,gaziemir
2024-12-20, 168, 29, 29, 8, 9, 8,gaziemir
2024-12-21, 101, 19, 21, 13, 9, 10,gaziemir
2024-12-22, 85, 21, 23, 18, 10, 14,gaziemir
2024-12-23, 101, 16, 24, , 10, ,gaziemir
2024-12-24, 91, 15, 20, , 10, ,gaziemir
2024-12-25, 90, 27, 13, , 11, ,gaziemir
2024-12-26, 118, 33, 19, , 11, ,gaziemir
2024-12-27, 91, 16, 17, , 10, ,gaziemir
2024-12-28, 76, 22, 15, , 10, ,gaziemir
2024-12-29, 79, , , , , ,gaziemir
2024-09-05, 130, 48, 37, 60, 8, 9,gaziemir
2024-09-06, 81, 51, 39, 56, 8, 9,gaziemir
2024-09-07, 77, 50, 39, 55, 9, 9,gaziemir
2024-09-08, 63, 43, 25, 40, 10, 8,gaziemir
2024-09-09, 54, 19, 33, 35, 8, 9,gaziemir
2024-09-10, 56, 9, 32, 40, 7, 10,gaziemir
2024-09-11, 53, , 24, 30, 6, 10,gaziemir
2024-09-12, 55, , 29, 31, 8, 11,gaziemir
2024-09-13, 45, , 30, 33, 8, 10,gaziemir
2024-09-14, 49, , 26, 17, 7, 10,gaziemir
2024-09-15, 43, 18, 30, 28, 8, 10,gaziemir
2024-09-16, 33, 14, 29, 40, 9, 12,gaziemir
2024-09-17, 48, 12, 35, 15, 9, 14,gaziemir
2024-09-18, 56, 21, 36, 25, 9, 15,gaziemir
2024-09-19, 61, 25, 32, 36, 9, 13,gaziemir
2024-09-20, 55, 26, 32, 38, 8, 13,gaziemir
2024-09-22, 36, 16, 35, 32, 9, 2,gaziemir
2024-09-23, 47, 21, 34, 34, 8, 3,gaziemir
2024-09-24, 66, 33, 37, 14, 9, 5,gaziemir
2024-09-25, 75, 35, 43, 47, 9, 6,gaziemir
2024-09-26, 76, 25, 41, 50, 10, 7,gaziemir
2024-09-27, 73, 20, 42, 49, 10, 6,gaziemir
2024-09-28, 76, 27, 46, 61, 8, 9,gaziemir
2024-09-29, 79, 31, 36, 43, 8, 6,gaziemir
2024-09-30, 57, 28, 23, 23, 7, 4,gaziemir
2024-04-01, 78, 48, 17, 37, , 12,gaziemir
2024-04-02, 77, , , , , ,gaziemir
2024-04-04, 76, 31, 38, 34, 5, 10,gaziemir
2024-04-05, 57, 33, 35, 30, , 9,gaziemir
2024-04-06, 41, 31, 30, 29, 5, 8,gaziemir
2024-04-07, 45, 30, 32, 26, 5, 8,gaziemir
2024-04-08, 35, 28, 36, 24, 5, 8,gaziemir
2024-04-09, 37, 22, 24, 22, , 8,gaziemir
2024-04-10, 50, 19, 27, 26, 5, 8,gaziemir
2024-04-11, 34, 27, 27, 22, 4, 8,gaziemir
2024-04-12, 51, , , , , ,gaziemir
2024-04-14, 41, 25, 36, 12, 5, 2,gaziemir
2024-04-15, 47, , , , , ,gaziemir
2024-04-18, 50, 21, 24, 24, 5, 9,gaziemir
2024-04-19, 57, , , , , ,gaziemir
2024-04-21, 30, , , , , ,gaziemir
2024-04-23, 61, , , , , ,gaziemir
2024-04-25, 74, , , , , ,gaziemir
2024-04-27, 45, 35, 11, 19, 5, 9,gaziemir
2024-04-28, 53, 34, 8, 25, 5, 9,gaziemir
2024-04-29, 53, 26, 7, 28, 5, 9,gaziemir
2024-04-30, 47, 27, 28, 25, , 10,gaziemir
2024-05-01, 48, 23, 10, 26, 6, 10,gaziemir
2024-05-02, 39, 19, 10, 28, , 11,gaziemir
2024-05-03, 37, 16, 27, 28, 5, 9,gaziemir
2024-05-04, 44, 15, 32, 38, 6, 8,gaziemir
2024-05-05, 35, 18, 30, 32, 5, 8,gaziemir
2024-05-06, 31, 26, 36, 26, 6, 12,gaziemir
2024-05-07, 50, 25, 23, 56, 5, 13,gaziemir
2024-05-08, 52, 23, 21, 20, 5, 1,gaziemir
2024-05-09, 53, 24, 24, 12, 6, 2,gaziemir
2024-05-10, 48, , , , , ,gaziemir
2024-05-12, 27, 22, 31, 30, 5, 9,gaziemir
2024-05-13, 32, , , , , ,gaziemir
2024-05-15, 44, 22, 16, 46, 6, 11,gaziemir
2024-05-16, 49, 33, 10, 59, , 13,gaziemir
2024-05-17, 64, 33, 26, 49, 5, 12,gaziemir
2024-05-18, 66, , , , , ,gaziemir
2024-05-20, 71, 45, 37, 30, 6, 13,gaziemir
2024-05-21, 65, 38, 26, 40, 5, 13,gaziemir
2024-05-22, 62, , , , , ,gaziemir
2024-05-24, 55, 20, 24, 25, 5, 12,gaziemir
2024-05-25, 53, , , , , ,gaziemir
2024-05-27, 56, , , , , ,gaziemir
2024-05-29, 46, , , , , ,gaziemir
2024-05-31, 47, , , , , ,gaziemir
2024-06-02, 61, 41, , 29, 5, 12,gaziemir
2024-06-03, 62, 34, , 39, 5, 14,gaziemir
2024-06-04, 68, 41, , 53, 6, 17,gaziemir
2024-06-05, 77, , , , , ,gaziemir
2024-06-07, 66, 22, 41, 41, 7, 13,gaziemir
2024-06-08, 125, 17, 30, 18, 5, 10,gaziemir
2024-06-09, 67, 19, 44, 46, 7, 13,gaziemir
2024-06-10, 68, 22, 33, 39, 5, 13,gaziemir
2024-06-11, 71, 39, 19, 32, 5, 13,gaziemir
2024-06-12, 200, , , , , ,gaziemir
2024-06-14, 80, , , , , ,gaziemir
2024-06-17, 40, 14, 39, , 9, 11,gaziemir
2024-06-18, 34, 20, 39, , 9, ,gaziemir
2024-01-01, 98, , , , , ,gaziemir
2024-01-03, 77, 24, 14, 16, 7, 2,gaziemir
2024-01-04, 63, 26, 15, 15, 8, 2,gaziemir
2024-01-05, 73, 37, 14, 15, 9, 3,gaziemir
2024-01-06, 91, 28, 14, , 7, 2,gaziemir
2024-01-07, 52, 18, 11, , 7, 2,gaziemir
2024-01-08, 48, 13, 9, 16, 8, 3,gaziemir
2024-01-09, 50, 15, , , 9, 2,gaziemir
2024-01-10, 37, 17, , , 8, ,gaziemir
2024-01-11, 22, 33, , , 9, ,gaziemir
2024-01-12, 60, 34, , , 8, ,gaziemir
2024-01-13, 46, 30, , , 10, ,gaziemir
2024-01-14, 46, 36, , , 7, ,gaziemir
2024-01-15, 81, , , , , ,gaziemir
2024-01-17, 90, 37, , 14, 8, 3,gaziemir
2024-01-18, 116, 24, , , 6, 2,gaziemir
2024-01-19, 57, 33, , 14, 8, 2,gaziemir
2024-01-20, 65, , , 17, 9, 2,gaziemir
2024-01-21, 71, 37, , , 6, 1,gaziemir
2024-01-23, 22, 37, 26, 23, 5, ,gaziemir
2024-01-24, 36, 37, 10, 42, 5, ,gaziemir
2024-01-25, 41, 37, 17, 42, 6, 4,gaziemir
2024-01-26, 76, 37, 9, 30, 6, 4,gaziemir
2024-01-27, 73, 37, 22, 17, 6, 2,gaziemir
2024-01-28, 43, , 16, 27, 4, 2,gaziemir
2024-01-29, 27, 37, 22, 14, 4, 2,gaziemir
2024-01-30, 19, 37, 24, 38, 3, 2,gaziemir
2024-01-31, 20, 37, 21, 29, 4, 2,gaziemir
2024-02-01, 25, , 24, 41, 6, 6,gaziemir
2024-02-02, 62, , 25, 40, , ,gaziemir
2024-02-03, 61, , , , , ,gaziemir
2024-02-06, 77, 37, 27, 30, 6, 2,gaziemir
2024-02-07, 71, , , , , ,gaziemir
2024-02-10, 63, , , , , ,gaziemir
2024-02-12, 46, 17, 27, 17, 8, 2,gaziemir
2024-02-13, 43, 41, 16, 28, 7, 5,gaziemir
2024-02-14, 68, 25, 10, 18, , 2,gaziemir
2024-02-15, 50, 16, 10, 15, 6, 2,gaziemir
2024-02-16, 32, 19, 17, 16, 6, 2,gaziemir
2024-02-17, 38, , , , , ,gaziemir
2024-02-19, 49, 38, 12, 22, 6, 3,gaziemir
2024-02-20, 62, , 8, 38, 7, 6,gaziemir
2024-02-21, 77, 35, 18, 44, 7, 8,gaziemir
2024-02-22, 68, 39, 27, 37, 6, 6,gaziemir
2024-02-23, 89, 34, 20, 19, 6, 1,gaziemir
2024-02-24, 68, 30, 26, 39, 6, 5,gaziemir
2024-02-25, 85, 36, 19, 35, 6, 5,gaziemir
2024-02-26, 79, 27, 29, 45, 6, 4,gaziemir
2024-02-27, 64, 32, 29, 58, 7, 8,gaziemir
2024-02-28, 80, 39, 27, 70, 7, 10,gaziemir
2024-02-29, 94, 39, 16, 42, 6, 7,gaziemir
2024-03-01, 87, 45, 28, 25, 6, 3,gaziemir
2024-03-02, 71, 22, 25, 29, 7, 2,gaziemir
2024-03-03, 58, 30, 27, 48, 6, 8,gaziemir
2024-03-04, 71, 28, 24, 27, 6, 2,gaziemir
2024-03-05, 63, , , , , ,gaziemir
2024-03-07, 63, 22, 4, 49, 7, 2,gaziemir
2024-03-08, 61, , , , , ,gaziemir
2024-03-10, 53, , , , , ,gaziemir
2024-03-12, 53, , , , , ,gaziemir
2024-03-14, 53, 18, 12, 59, 8, 12,gaziemir
2024-03-15, 64, 25, 30, 27, 6, 7,gaziemir
2024-03-16, 69, , , , , ,gaziemir
2024-03-19, 61, , , , , ,gaziemir
2024-03-21, 35, 23, 25, 58, 6, 11,gaziemir
2024-03-22, 53, 27, 17, 37, 7, 5,gaziemir
2024-03-23, 54, 23, 14, 32, 5, 12,gaziemir
2024-03-24, 61, , , , , ,gaziemir
2024-03-26, 49, , , , , ,gaziemir
2023-10-01, 51, 23, 7, 9, 4, 15,gaziemir
2023-10-02, 54, 24, 7, 9, 3, 15,gaziemir
2023-10-03, 43, 24, 7, 12, 3, 17,gaziemir
2023-10-04, 51, 28, 8, 20, 3, 20,gaziemir
2023-10-05, 62, 39, 9, 23, 3, 22,gaziemir
2023-10-06, 73, 37, 7, 13, 3, 18,gaziemir
2023-10-07, 62, 31, 8, 13, 3, 19,gaziemir
2023-10-08, 60, 29, 6, 18, 3, 20,gaziemir
2023-10-09, 60, 29, 7, 15, 3, 19,gaziemir
2023-10-10, 56, 28, 7, 7, 3, 17,gaziemir
2023-10-11, 50, , , , , ,gaziemir
2023-10-25, 78, 38, 10, 35, 4, 10,gaziemir
2023-10-26, 83, 39, 10, 26, 4, 11,gaziemir
2023-10-27, 82, 41, 11, 17, 4, 9,gaziemir
2023-10-28, 69, 22, 12, 19, 5, 9,gaziemir
2023-10-29, 56, 38, 14, 34, 5, 12,gaziemir
2023-10-30, 71, 54, 17, 30, 5, 13,gaziemir
2023-10-31, 93, 44, 15, 20, 6, 4,gaziemir
2023-11-01, 79, 31, 14, 18, 4, 5,gaziemir
2023-11-02, 63, 19, 13, 18, 5, 8,gaziemir
2023-11-03, 56, 22, 13, 9, 4, 8,gaziemir
2023-11-04, 51, 33, 14, 14, 5, 7,gaziemir
2023-11-05, 55, 20, 12, , 4, 8,gaziemir
2023-11-06, 50, 46, 11, 38, 5, 11,gaziemir
2023-11-07, 70, 57, 14, 38, 5, 12,gaziemir
2023-11-08, 86, 52, 13, 26, 4, 11,gaziemir
2023-11-09, 76, 41, 10, 36, 5, 11,gaziemir
2023-11-10, 71, 27, 14, 10, 4, 9,gaziemir
2023-11-11, 58, 18, 14, , 4, 8,gaziemir
2023-11-12, 45, 16, 12, , 5, 2,gaziemir
2023-11-13, 47, 13, 11, , 5, 2,gaziemir
2023-11-22, 60, 15, 9, 14, 6, 2,gaziemir
2023-11-23, 65, , , , , ,gaziemir
2023-11-25, 74, 13, 17, , 6, 1,gaziemir
2023-11-26, 56, 13, 12, 38, 7, 3,gaziemir
2023-11-27, 63, 24, 14, 48, 7, 4,gaziemir
2023-11-28, 88, 19, 11, 21, 5, 3,gaziemir
2023-11-29, 125, 23, 12, 43, 5, 4,gaziemir
2023-11-30, 143, 33, 12, 23, 5, 3,gaziemir
2023-12-01, 62, 25, 10, 13, 5, 2,gaziemir
2023-12-02, 47, 26, 11, , 5, 2,gaziemir
2023-12-03, 47, 22, 10, 17, 5, 2,gaziemir
2023-12-04, 54, 32, 9, 10, 7, 3,gaziemir
2023-12-05, 57, 51, 6, 8, 8, 5,gaziemir
2023-12-06, 72, , , , , ,gaziemir
2023-12-08, 57, 12, 6, 8, , ,gaziemir
2023-12-09, 40, , 9, 13, , ,gaziemir
2023-12-10, 44, 40, 13, 17, 9, 5,gaziemir
2023-12-11, 91, 48, 12, 15, 9, 5,gaziemir
2023-12-12, 130, 56, 7, 10, 11, 6,gaziemir
2023-12-13, 138, 33, 13, 14, 7, 2,gaziemir
2023-12-14, 70, 25, 13, 9, 7, 2,gaziemir
2023-12-15, 44, 21, 10, 20, 6, 2,gaziemir
2023-12-16, 48, 20, 14, , 8, 2,gaziemir
2023-12-17, 37, 22, 11, 14, 8, 2,gaziemir
2023-12-18, 31, 34, 11, 18, 8, 3,gaziemir
2023-12-19, 66, 50, 12, 23, 10, 6,gaziemir
2023-12-20, 109, 49, 14, , 8, 3,gaziemir
2023-12-21, 77, 20, 11, 22, 8, 3,gaziemir
2023-12-22, 70, 19, 13, 16, 7, 3,gaziemir
2023-12-23, 64, 27, 14, 17, 8, 3,gaziemir
2023-12-24, 59, 32, 14, 12, 9, 4,gaziemir
2023-12-25, 69, 37, 14, 11, 7, 3,gaziemir
2023-12-26, 77, 39, 12, , 7, ,gaziemir
2023-12-27, 79, 41, 13, , 8, ,gaziemir
2023-12-28, 99, 48, 16, 18, 11, 4,gaziemir
2023-12-29, 145, 60, 17, 14, 9, 3,gaziemir
2023-12-30, 107, 54, 13, 16, 8, 3,gaziemir
2023-12-31, 86, 40, 13, 20, , ,gaziemir
2023-07-01, 42, 19, 16, 33, 5, 16,gaziemir
2023-07-02, 58, 24, 14, 37, 6, 17,gaziemir
2023-07-03, 60, 37, 24, 50, 4, 18,gaziemir
2023-07-04, 69, 42, 23, 45, 3, 19,gaziemir
2023-07-05, 71, 46, 31, 44, 2, 19,gaziemir
2023-07-06, 73, 44, 24, 54, 1, 18,gaziemir
2023-07-07, 72, 35, 20, 22, 2, 14,gaziemir
2023-07-08, 64, 25, 18, 23, 2, 16,gaziemir
2023-07-09, 42, 18, 21, 44, 3, 17,gaziemir
2023-07-10, 37, 21, 18, 24, 7, 4,gaziemir
